(4.9734423973236375, 3.829104027874511)
(5.717343300473338, 1.3796419774770228)
(7.383726645681277, 1.3796419774770228)
(6.024330153947785, 1.4030097582681433)
(5.932984820969452, 1.3796190478793022)
(7.837869032452186, 3.864203889894325)
(3.557352019960395, 1.801016651242636)
(7.451914854676736, 2.4009510827762104)
(4.162968310375225, 3.4103174748332665)
(3.200830842148583, 1.5126703416436698)
(3.311280009864425, 2.2922226459126076)
(5.257916078530152, 3.7835868910421064)
(5.36348626285702, 3.7835868910421064)
(3.3869684404754072, 2.483895490383867)
(3.754528874877015, 2.483895490383867)
(5.226157288710525, 2.483895490383867)
(4.315255273237926, 2.8149906218322713)
(5.88199651473063, 2.6509018921905647)
(6.739263675608287, 1.4500115895715173)
(7.316862321590659, 1.4500115895715173)
(5.706028445525881, 1.4500115895715173)
(7.770491503147518, 1.4500115895715173)
(4.859902896696884, 3.109612866119361)
(5.424309270969281, 3.7322199086232075)
(5.2430145495159035, 2.7407903605086332)
(4.732589814804075, 1.0024321870215047)
(6.309318619836895, 1.871585644406423)
(3.2060428359646695, 1.871585644406423)
(5.42328014172611, 1.871585644406423)
(3.0849142201034643, 3.7420872098489064)
(3.0849142201034643, 1.5511527277346522)
(6.480439934932814, 3.8881372055532673)
(3.769290278299471, 1.9215038046630322)
(6.451481629801715, 1.9215038046630322)
(6.451481629801715, 2.067112935021089)
(5.229623619510633, 2.067112935021089)
(3.141080059525504, 2.008139644120073)
(3.141080059525504, 1.3951119844057307)
(3.780202745126193, 1.3951119844057307)
(6.392744175220687, 1.3951119844057307)
(4.647274148548263, 3.4265048970331344)
(4.647274148548263, 1.8910136722898656)
(3.879365174623969, 1.8910136722898656)
(3.879365174623969, 1.6285685899489395)
(3.879365174623969, 3.5859104311583105)
(3.2896980139880694, 1.1384993642794674)
(3.2896980139880694, 3.1892833438504047)
(7.526959070527384, 3.1892833438504047)
(4.724656602600243, 2.5593369004365973)
(4.724656602600243, 2.8151076981488705)
(4.724656602600243, 2.074717600885552)
(4.724656602600243, 3.5312070179265618)
(7.643709243679941, 2.95247623073432)
(3.261510525727042, 1.2935506116711042)
(5.169554243835169, 3.8418786421491706)
(6.866989097469092, 1.8773966832351787)
(6.000435000255279, 3.405181116109883)
(5.947924269723477, 2.15190972290863)
(6.275214415076483, 2.9486807053894872)
(4.459593158860256, 1.0103816870810514)
(5.590565465534442, 2.4022261061788432)
(4.644328820345766, 2.207029903536227)
(3.9029375432745166, 3.446530076853399)
(3.97940852620351, 2.926647684442659)
(5.599132703672788, 2.926647684442659)
(5.599132703672788, 3.538402810488156)
(4.345444641735275, 3.659717476935878)
(4.345444641735275, 2.114434881261891)
(4.345444641735275, 3.523708708666045)
(4.345444641735275, 2.0289886609154877)
(3.4313183512138252, 3.6202587695415405)
(3.4313183512138252, 1.3333405739683108)
(4.174944950625639, 3.1309001599175033)
(5.649596765254314, 1.57659999585946)
(4.718358670692472, 3.1716173101802974)
(4.718358670692472, 3.611878311227477)
(4.718358670692472, 3.611878311227477)
(4.39688741876493, 2.277349236213741)
(7.436668502842784, 1.0818661312110551)
(4.846811199769343, 1.8184667270491541)
(4.846811199769343, 2.666110196403502)
(6.907382545562919, 1.1094198153043129)
(7.963481827565519, 1.1094198153043129)
(7.963481827565519, 1.948861215976411)
(7.142536052839639, 1.1156629046926136)
(7.583808446453871, 3.730285336668774)
(7.583808446453871, 2.5306277729546363)
(6.076325223074854, 2.5167242185253498)
(3.4189232336463924, 1.510764463783719)
(5.980158245428521, 2.0777077794335534)
(3.091730931553669, 2.0777077794335534)
(5.229104072638549, 1.0938478596578567)
(5.392855389505708, 1.3465897805725406)
(5.392855389505708, 3.505520612021775)
(7.999228610317225, 3.505520612021775)
(5.0209023329323, 3.672759079373184)
(6.202254878125752, 3.672759079373184)
(7.365857250277638, 3.015442730617987)
(3.582930166363726, 3.015442730617987)
(3.6999501897107887, 3.015442730617987)
(3.6999501897107887, 2.1722485757763765)
(3.0248006590489225, 2.1722485757763765)
(7.355295880545419, 2.699142501022176)
(7.355295880545419, 2.699142501022176)
(6.316661527366476, 1.5057386840519804)
(6.316661527366476, 3.05932744293429)
(6.020035247170114, 3.05932744293429)
(4.465584804246835, 1.2014469555702694)
(6.8679258761726105, 1.2014469555702694)
(6.139948441831573, 3.164133471442451)
(6.139948441831573, 3.4876065595443073)
(3.45813507867469, 1.3849300832868963)
(3.45813507867469, 1.3849300832868963)
(6.419471275087801, 3.538690429824164)
(3.369261920062946, 3.538690429824164)
(7.737133327376571, 1.455967080153885)
(7.735588894460596, 3.855315793657577)
(6.837261831810535, 3.871697944035088)
(3.7515915040058143, 3.9573521353592134)
(5.49474697817192, 3.9573521353592134)
(5.49474697817192, 2.5667804639264076)
(4.505738048391363, 1.0849044981166016)
(6.498719233199684, 1.0849044981166016)
(6.498719233199684, 3.9862961205954592)
(4.428556482782371, 1.310778388176681)
(3.1907936939166195, 1.310778388176681)
(7.822068062512339, 1.5207182369354513)
(6.67016687786171, 1.1660774592847418)
(6.67016687786171, 1.1660774592847418)
(5.650247761053086, 2.0053720772235804)
(4.139473940093219, 2.7174589065744135)
(3.8268017292442824, 3.3171316500586236)
(5.184192993575582, 2.735412554858666)
(6.675867227915459, 2.735412554858666)
(3.539777023806725, 1.4826146410939298)
(3.539777023806725, 2.9718313980634137)
(3.4076124884386605, 1.6145611942170142)
(3.932886467670108, 3.5622901736689423)
(6.7855032904515395, 1.66326751176459)
(5.806945759913388, 1.9457389917001469)
(5.638506577829887, 2.09665700432654)
(7.1350387671187985, 2.09665700432654)
(7.1350387671187985, 1.2502095820149104)
(4.598176808602153, 3.107581787363647)
(5.971403290776657, 3.844924366262851)
(4.784594942149404, 3.844924366262851)
(6.48971220101625, 1.2444702556998952)
(5.861814466263551, 1.2444702556998952)
(3.7249179578292955, 2.475648063714722)
(3.7249179578292955, 1.6102291600494207)
(3.945724886365786, 3.320076568953313)
(3.3874842883885132, 3.580742250298766)
(6.478439605299792, 3.580742250298766)
(3.9929158349799976, 3.580742250298766)
(5.890624832303577, 1.3562165725448314)
(4.301277546769191, 2.205577256283961)
(5.7707695787550115, 3.9167515048419506)
(5.349970180960822, 3.9167515048419506)
(5.862742940747711, 2.2222259333452157)
(7.527919227206577, 2.2222259333452157)
(7.290924417014547, 2.2222259333452157)
(3.1083826950679727, 2.2222259333452157)
(3.99985307211, 3.0592366203324)
(3.99985307211, 1.4540205929899428)
(5.369569555252365, 1.4540205929899428)
(6.63219927470544, 1.4540205929899428)
(6.63219927470544, 1.6668520985658808)
(5.153310721216438, 1.1743834499992931)
(5.153310721216438, 3.00636890352293)
(7.801429804912533, 2.1728531356816485)
(7.801429804912533, 1.7058484027673932)
(7.682994078823741, 3.6587921640483128)
(7.682994078823741, 3.5313800304300234)
(3.378054500043433, 2.2517957505464534)
(6.966350108724341, 3.971106346238822)
(6.10693796725271, 2.5389186854499175)
(6.10693796725271, 2.5389186854499175)
(5.7531761507607655, 1.1317280453762324)
(5.4069966987793485, 3.0509518521743653)
(5.953376394460053, 2.724638163514311)
(5.953376394460053, 3.215545426657526)
(5.015101593189511, 3.215545426657526)
(7.4767917554578, 3.922519909556373)
(7.4767917554578, 1.5284867409435505)
(3.9482061154752968, 1.5284867409435505)
(6.186425490045, 1.5284867409435505)
(6.186425490045, 1.7814342256957136)
(6.186425490045, 2.8236138460078264)
(6.186425490045, 1.3053331399662977)
(6.186425490045, 1.6518032809184326)
(6.186425490045, 3.804899545801439)
(5.331780316644755, 3.4127103008484663)
(7.0196365889348975, 3.4127103008484663)
(7.737596910971708, 3.6681521348981727)
(6.257938255621066, 3.5462299208200156)
(4.423640672853572, 3.190812105328539)
(6.645089485658526, 3.208182884348913)
(5.90192479197423, 3.208182884348913)
(5.90192479197423, 2.5550979084951098)
(5.90192479197423, 2.4147981746550005)
(3.7096592943604647, 2.4147981746550005)
(3.673212920326516, 2.4147981746550005)
(3.6104850984173047, 1.2165898996471758)
(7.264467629601155, 3.8272428164326815)
(6.299773401580063, 3.8272428164326815)
(5.4687475180043945, 2.0031980168684953)
(7.802276399442407, 3.9160733983059974)
(6.031182270385404, 3.9160733983059974)
(5.96109300101843, 3.9160733983059974)
(4.784050720126702, 2.9120334548556315)
(6.462414044790169, 3.0481522228206903)
(3.085402261939754, 3.0481522228206903)
(7.393379126402878, 3.4745768319058055)
(4.935183817876934, 1.65500561620172)
(7.83292472098182, 2.56309467693028)
(3.4066652046538137, 2.2964348970857014)
(5.036472705039881, 2.2964348970857014)
(5.315364683484586, 1.4216033489872149)
(7.731609935988044, 1.4216033489872149)
(7.731609935988044, 3.8470326182138654)
(7.9460011722581445, 3.8470326182138654)
(5.9339274228706, 1.6553048274248474)
(5.476993840652943, 3.9160639560550883)
(5.523234382536221, 2.808356704421298)
(5.523234382536221, 2.461048975007144)
(5.189766415712274, 2.538849733037816)
(5.189766415712274, 3.6002651289630045)
(5.906808249283314, 2.2249539294107525)
(5.906808249283314, 2.5698438715741707)
(3.068678944136669, 2.5698438715741707)
(6.970592707999859, 2.463062842498598)
(3.043150299567571, 1.35277873134556)
(5.431683487805454, 2.364448927961209)
(3.2186107493096934, 2.364448927961209)
(6.306200241572054, 2.364448927961209)
(5.839433077432375, 3.8572397992381986)
(3.3476209467201263, 3.128637535937407)
(6.714799120171787, 2.5903482223803844)
(3.580592233184674, 1.852535866530686)
(5.812570165291468, 1.5715969217339087)
